name,business_id,categories,is_closed,review_id,review_rating,review_text,user_id
KoJa Kitchen,e3gcKXKhSFYs5fn9FoeG2A,"Japanese,Korean,Asian Fusion",FALSE,piVKZZ_Puwibg5s3LV7iag,4,KoJa Kitchen has an outdoor seating area and then their inside dining area where you order. You order at the register and wait until your buzzer goes off to...,C_CqWSkpn2aOnUXtHx0-iw
KoJa Kitchen,e3gcKXKhSFYs5fn9FoeG2A,"Japanese,Korean,Asian Fusion",FALSE,JOZdFrnO8w1H4vWsVVI0wg,3,"I've always wanted to try Koja Kitchen because the food looked so good in any picture I saw, and I was excited to finally get the chance to after a day out...",rYfj0bizdtP77zqI3rKYXQ
KoJa Kitchen,e3gcKXKhSFYs5fn9FoeG2A,"Japanese,Korean,Asian Fusion",FALSE,eihs8Q6EmqeWvPRavgWZDw,2,The food is decent and flavors are tangy and tasty. But it's just too sweet. It's as though whipping up gochujang a bit spicy and very sweet makes up for a...,PFcC6tf0nmoRKbq82EQTWg
Kung Food,f7plDqr6Dfu-Vbo-0JBmcw,Chinese,FALSE,9Gwh33qkAFNeHyFHiX2DBg,5,"I've ordered from this place about 3 times and got a couple of things. 

I got some wonton chicken soup the first time which was good

Had the cho...",0PtLbph6Qm1ajWPu_DMxzA
Kung Food,f7plDqr6Dfu-Vbo-0JBmcw,Chinese,FALSE,-Og-1uzY6DlBTiMoZACRiw,4,"This place is tiny AF but packs a punch. And it's owned by a Chinese rapper so they've got that going for them.

We had a delicious assortment of dishes and...",O9iVmgS_hPtNd887LDBctw
Kung Food,f7plDqr6Dfu-Vbo-0JBmcw,Chinese,FALSE,CLemSEyR4jkTRAUQuGf1hQ,3,"The Western Addition is not the first place I think of to get decent Chinese food, but alas, here it is, a compact place with a counter full of takeout...",m07sy7eLtOjVdZ8oN9JKag
Goldelicious,aVlXNvAEQtdsKnfU41pw-A,"Hong Kong Style Cafe,Cafes,Chinese",FALSE,eMlUXPViAxhQviYAXssMfQ,4,"Hong Kong-Style Cafe with yummy rice and noodle dishes, and nostalgic drinks/desserts! Baked Pork Chop Fried Rice!!! Slightly pricier than other places,...",OF14X8uxFvQCaLvuerkb5w
Goldelicious,aVlXNvAEQtdsKnfU41pw-A,"Hong Kong Style Cafe,Cafes,Chinese",FALSE,qYHBS78F0sABKFIj_sbYnw,1,One star. I ordered a classic cheese baked meat sauce over spaghetti. When my order came out it had little to no cheese and the worst part was that the...,F3fBHb5lfliVIs7uWqgrGQ
Goldelicious,aVlXNvAEQtdsKnfU41pw-A,"Hong Kong Style Cafe,Cafes,Chinese",FALSE,Eq73EzsZIRmFElB6qpX8Mw,4,"I've been here 3 times now. So I think I can give it a fair review.

Milk tea - it's need a stronger tea flavor for my taste but it isn't bad. It's decent...",WHAZ7EXQ6Yiqr82mK5W2Cg
DNM Hot Pot,ZBs6ryONhJd5qmxhILdkLQ,"Hot Pot,Chinese,Mongolian",FALSE,Gzi67wAxCHC6FI4sQOrMfw,5,"This is one of the best, authentic non-AYCE hot pot restaurants in San Francisco. Inner Mongolia is the birthplace of hot pot, and as someone who spent...",Ftw7PXNqLTMrSsq4UcNAZg
DNM Hot Pot,ZBs6ryONhJd5qmxhILdkLQ,"Hot Pot,Chinese,Mongolian",FALSE,ieiFNZT4HTvnOhHpimr_VA,3,What drew me in was the pot that they used for hot pot.  It's served in a beautiful traditional looking pot.  We had an early-ish dinner around 6pm and...,Ud8tcgnxp0w0qBtXt_DKOg
DNM Hot Pot,ZBs6ryONhJd5qmxhILdkLQ,"Hot Pot,Chinese,Mongolian",FALSE,Pp_6OfSZJ2VLfY7mT8_lXQ,3,"NO ALCOHOL SERVED HERE. bummer ):

Don't get me wrong, DNM is good but for all you AYCE hot pot lovers, this is not the place to go. They offer 3 different...",qys6zFfY1RKjIgHALtDlDA
Crab House at Pier 39,kWrVV4mS-SLy-Ph_DeJSAg,Seafood,FALSE,LGexMP6GNKAm7h4uKBt1lg,5,"My husband took me on my very first trip to San Francisco 2 weeks ago.  He has been talking about the Crab House for years, and made us a reservation. 

We...",renPzRDqMZpMaHiCD_e1_A
Crab House at Pier 39,kWrVV4mS-SLy-Ph_DeJSAg,Seafood,FALSE,U9GEGGQQRAxPCjW70swsNg,2,"On December 15th ,2019 which was my birthday when I reserved for two as I normally have for the past few years besides the many other visits I've had to the...",eQiaQq28Khui597rTIA-2A
Crab House at Pier 39,kWrVV4mS-SLy-Ph_DeJSAg,Seafood,FALSE,4UTUfZdYM-Pn7qDM0XNzag,1,Provided misleading info so I order more. When order came we asked to cancel the extras cuz it's not as explained + is over than what we need. But she...,Yvdh8nFCRiJnsjU7NtCopA
Hopwater Distribution,mbmJRdYFNUKeV_toR0KfVA,"American (Traditional),Beer Bar",FALSE,SVgxjIyH6EaNAkNKwoncyQ,5,"I'm a big Hopwater fan, for a few reasons:

1. Food: everything I've had was delicious. Order at the end of the bar. My guess is that you couldn't go wrong...",Syyf3EEdXfbK9zjLJecbcQ
Hopwater Distribution,mbmJRdYFNUKeV_toR0KfVA,"American (Traditional),Beer Bar",FALSE,nhGp0ZdIs8vd6rClvrW9NA,4,"This is a great little bar down the street from me that has a lovely menu of beer options, including sours which aren't available everywhere in the city....",kk2oFTBSU9C2XshIVU7tXQ
Hopwater Distribution,mbmJRdYFNUKeV_toR0KfVA,"American (Traditional),Beer Bar",FALSE,CkGqUpVcOpURKh0rDl3t5g,4,Cute little place especially if you like beer. The wine was alright but I guess it is more a place for beer than anything. The upstairs seating is nice....,-7cPERHtAupd1Xq53nmhXg
Azalina's,aqE-QPODsDad9Ixv_akZrg,"Malaysian,Soup,Noodles",FALSE,cNlVk3LF-QZz4rw9GeREBg,5,Everything on this menu is FIRE. I visited Malaysia to see my Malay friends and the food I had there was out of this world. I'm so glad that there are more...,CS-X5Fayakw4AIzWdoMeew
Azalina's,aqE-QPODsDad9Ixv_akZrg,"Malaysian,Soup,Noodles",FALSE,rAXUDpxnVPAs9lH5tWW-cw,1,"Inconvenient and inconsistent as they don't offer a full menu all day
.
.
.
.
.
I hate wasting time when I'm hungry so I def don't understand why the most...",Dolom_j28FAe7h4mFD9pFw
Azalina's,aqE-QPODsDad9Ixv_akZrg,"Malaysian,Soup,Noodles",FALSE,WlAEXnzBGDPAuwF2sUdCyQ,5,"My everything companion and soulmate Cam and I dropped in here for a pre-Orpheum dinner and proceeded to take down the Hokkien mee (our favorite dish), the...",JWBRvizb6yuh4w0emnh3xQ
Aha Fresh,3sGEIoyXkMmc1YX1TYkSMg,"Breakfast & Brunch,Burgers",FALSE,rrPwr02JaDIKBwOg52vdxg,5,"They changed the name from Griddle Fresh to Aha Fresh. Not sure why, but the food is is great! 

Their mimosas are great. That's what we usually order for...",SGRuydGO4wcz83gGgP5twA
Aha Fresh,3sGEIoyXkMmc1YX1TYkSMg,"Breakfast & Brunch,Burgers",FALSE,PJPR-SyNPhEGFUosVtakNw,2,This place is not it. Maybe it's what I ordered but I was seriously disappointed. I went with my brother for a quick lunch and he ordered the San Franciscan...,urXK1FRcDNCwaO7w5iRYFg
Aha Fresh,3sGEIoyXkMmc1YX1TYkSMg,"Breakfast & Brunch,Burgers",FALSE,X1v9M4ceCIllzFgSvfiybw,4,"Aha Fresh offers great service and food at a moderate price.

I love that a bottle of water and glasses are placed on the table for my convenience. 
A glass...",Avoyrgk7MNuJeepqdyaHfA
The Crew,tYU0M2jW7FIjzRHJ3nAUVw,Korean,FALSE,hzTSCaSaX0KhB12xCG588w,5,"This place is awesome
Korean spicy rice cake and short rib is my favourite~~
As being  korean myself .food wasnt too fusion 
Thats what i like the most of...",yKIwpobn0ZCK9OBa9TlsRQ
The Crew,tYU0M2jW7FIjzRHJ3nAUVw,Korean,FALSE,cd5DslvXD3wYNVT-C-HpmQ,2,"Ordered over the phone and got the kimchi fried rice and fries to go. The girl was absolutely lovely when ordering and was very polite. When I got there,...",Yl6UGY_vU4T2Jj4IGoG3HQ
The Crew,tYU0M2jW7FIjzRHJ3nAUVw,Korean,FALSE,qIVg1vd7g71gfHWBkoS1hw,4,"Conveniently located next to Tiki Haven, I'm sure they have had drunk patrons from next door staggering in from the drunchies. 

I was one of those patrons...",hrGqgkmZh1oSrcEcBGz_Ow
Ragazza,9acPdpguULGPbChPwpS3aw,"Italian,Pizza",FALSE,lMCXkC6GJCRiH_fWIl9_3g,5,All good things must come to an end. And that's how I found myself having my last supper with DPD at this lovely restaurant. We both share a love of pizza...,3lzGIQGj8714jW3-x7uVRA
Ragazza,9acPdpguULGPbChPwpS3aw,"Italian,Pizza",FALSE,N3wgW4Z6R1yxp0hUlKSvBg,2,Rude staff and decent taste. Came in around 8pm for a party of two. When we were seated I noticed a two person table near the wall that would have less foot...,moy7hsuUfcBqYux2yj-dgQ
Ragazza,9acPdpguULGPbChPwpS3aw,"Italian,Pizza",FALSE,3mUCXU9n90eYSSyrVI1NTQ,3,"Good food, excellent service with a local vibe and a clientele to match.

Best features are their antipasti, dessert and a limited, but strong wine list....",w9ayu1NqBEq-rwkg5lCAsA
Saffron 685,TcUhtqRLL-lwSGJmpz415Q,"Mediterranean,Turkish",FALSE,mKL7Hmw-odt6AJJaD1oaOA,5,"Hubs and I ate here for dinner last Friday as we were craving for some Mediterranean. Got seated promptly and we ordered the following.

- Dolmas - 4 pieces...",_GZqKYP4hMTUjbUO9lfJOw
Saffron 685,TcUhtqRLL-lwSGJmpz415Q,"Mediterranean,Turkish",FALSE,ntu866ow_93u-bCIbo5oMw,2,"To ""Irina K."" -

Tipping is meant to be a gratuity for good service. The ""service"" I received at your restaurant was abysmal, and not deserving of gratuity....",bR4HWx9tg0Go1HsDScgxwQ
Saffron 685,TcUhtqRLL-lwSGJmpz415Q,"Mediterranean,Turkish",FALSE,w3G50c3zgV-7fB5KSEL8Yg,5,"This is one of most favorite places to have lunch. I frequented this place for years and never got tired of food. Best service and food. 

Try their fries -...",pSMJid7A3ctvIpbS4Kr1lg
Gai Chicken Rice,ZPsuN4ON2TWD1bhuMjyMQQ,"Thai,Vietnamese,Singaporean",FALSE,i26l4vhOt2A13iXaUr_O5w,5,"Came here when I was really hungry and this place did not disappoint!!! I got the Special Gai which I'd highly recommend, it has a super good combination of...",5twztaVdYCkKAAuSLA7BoA
Gai Chicken Rice,ZPsuN4ON2TWD1bhuMjyMQQ,"Thai,Vietnamese,Singaporean",FALSE,-9aCKzvgYr0PiMBmo8pINw,3,"Cute small place with a friendly staff.
Location was a bit hard to find, not close to BART and parking looks to be bad. Street parking in SF... nuff...",HXsPXrR9ITnrvruWfrfIMA
Gai Chicken Rice,ZPsuN4ON2TWD1bhuMjyMQQ,"Thai,Vietnamese,Singaporean",FALSE,s7h73eW-MEf8-jM9gshVIg,4,"Prettz simple menu,  choose ur base,  protein and side,  for here or to go.   

Option with chicken rice,  brown rice or white rice with soy sauce , sweet...",e2Xa_KAQB8gMqjxooDKlaA
Izakaya Roku,9d41BD03PafffoUJS6qPdg,"Ramen,Tapas/Small Plates,Izakaya",FALSE,eM04a8DMy7osXrZ0IXM-wQ,5,"How to feel cultured:
1. Find a neat izakaya place i.e. Izakaya Roku
2. Suggest ordering bacon wrapped mochi and blow everyone's minds
3. Realize that all...",4jPsIgMZT4_Ks5-myaW9Bg
Izakaya Roku,9d41BD03PafffoUJS6qPdg,"Ramen,Tapas/Small Plates,Izakaya",FALSE,nARLwsWj-Pi9Ow7U7_keWQ,4,Izakayas are fun because I think they're the perfect place to enjoy booze AND food. It's better than your average bar I think because the food is usually...,5AJRqMc0y4yYW-YEz3FEuQ
Izakaya Roku,9d41BD03PafffoUJS6qPdg,"Ramen,Tapas/Small Plates,Izakaya",FALSE,jBTpGUtzaeLdnMsFpmumsQ,4,"My first izakaya experience, and now I'm a huge fan of small skewers of grilled things!

Of particular note: get the onigiri and the bacon-wrapped mochi....",lf3YuVwlgcQD2BPHifStKQ
Ebisu,D1K_lFglA5fOYquqltYcdg,"Sushi Bars,Japanese",FALSE,2bgWDUl_bWs-0pi8SJzFkA,5,"Fresh fish, great service, what a hidden gem!

We came here for dinner on a Sunday evening and had a short wait. Sushi chef was extremely friendly, and the...",bqJNDwrpF-vULjAVAh_LyQ
Ebisu,D1K_lFglA5fOYquqltYcdg,"Sushi Bars,Japanese",FALSE,QXjdM9OokqcfOp8aSfzx0Q,4,"It's quite good but also ordinary. Both me and my friend felt that the fish was not very fresh, so we didn't enjoy the omakase much.

The dishes from the...",SYbKwgZkRooB61KZCPltHg
Ebisu,D1K_lFglA5fOYquqltYcdg,"Sushi Bars,Japanese",FALSE,ApbdJ3Haag_mHVTR3i2QlA,5,"Pro tips:
1. Use the Yelp waitlist. Be attentive to the estimate time of seating. Check-in once you arrive and stay nearby. 
2. Plan on drinking? Why not...",gC9yxjFC7eN1kN0xU-ryqw
Golden State Grill,Yuf3WApLTnDdz2jIyXiD-Q,"American (Traditional),Diners,Greek",FALSE,y1YMldp8WVPT-Zc07OjOxQ,5,"I didn't know what to expect when my parents decided to go to a place in the neighborhood and wow this place.. is GOOOOOD, very GOOD. I'm a vegetarian and...",Q0muMmPqod9BGvCW1ejgmg
Golden State Grill,Yuf3WApLTnDdz2jIyXiD-Q,"American (Traditional),Diners,Greek",FALSE,B4rPoSfGoOQRiP4dOfyxpA,4,"I was expecting it to be a flop, but it wasn't. It was quite good.

Excelsior has great taquerias, pupuserias, an average safeway and a terrible thai place....",7XvUlAuIRF9IhWAvlr5U7Q
Golden State Grill,Yuf3WApLTnDdz2jIyXiD-Q,"American (Traditional),Diners,Greek",FALSE,h6KzfU71cigr8tKMiE80dA,5,OMG. This place is a gem in the neighborhood. I had Salmon and this was the same quality as the one I have in FiDi or better. My husband had lamb chops and...,_fjzI6H73DNSURjke5HPkw
Dim Sum Club,XQWkAWhWikcoenO4wokoYw,"Dim Sum,Cantonese",FALSE,ia-0Z1rwCcNBBViD0DvbEA,4,"I went with my friends and we were hungry, the food was filling and it tasted authentic and tasted very good. The people who work there are friendly and the...",xMvX_mAVlDUPcFDp8lnz_w
Dim Sum Club,XQWkAWhWikcoenO4wokoYw,"Dim Sum,Cantonese",FALSE,GLkL_qlZ63gaEn-BH_Q8uw,3,"My fella and I were doing a little stay in the city, and when we saw a 4 star dim sum restaurant within walking distance of our hotel, we gladly put on our...",FiRpVsTDDQMn_Hz9UjEDBw
Dim Sum Club,XQWkAWhWikcoenO4wokoYw,"Dim Sum,Cantonese",FALSE,knjKCoVojZel-m80gfWphw,3,"Holy overrated Batman!  Yes, Dim Sum Club provides pretty authentic Chinese food in an area where the other options are mounds of greasy noodles or...",FdNxdTPXks5TdDV3mnPpoA
Mersea,xAALy_s3a1dT6K09vSrAGQ,"American (Traditional),Bars",FALSE,EV5bBUDkR2hN_a3ESbPIsg,5,"Three dear friends and I have just enjoyed the delightful experience of dining at Mersea.
 
As soon as we entered the front garden/sitting area, we knew...",DPyNQlLzwh64de8ID2B3eQ
Mersea,xAALy_s3a1dT6K09vSrAGQ,"American (Traditional),Bars",FALSE,5MkNRmltKwfDgesIcqVweA,4,"Burger. No. Soggy and wet and everything that was added overpowered the meat.
Fries. Yes. Excellent!
Chicken tacos. Good.
Big Fish taco. Special.
Soup w...",NRrNQ5xHn_7Fu4ctlpKLbQ
Mersea,xAALy_s3a1dT6K09vSrAGQ,"American (Traditional),Bars",FALSE,XkzJK1ftkyVa2WAvx_3PdA,3,"Impressed with the view but not so much the food. We came in on a sunny Saturday morning to have some lunch. This ""container"" restaurant is a totally cool...",Sh_tZqIfhWHdvbAQTf5ofQ
Noeteca Wine Bar,MJ-N4HIVyb59qcHN2zVqMg,"Wine Bars,Cafes,Beverage Store",FALSE,BE5JUTLjfLu_8LMKxVEhug,5,"This neighborhood joint is clean, classy and fully of excellent service and offerings. It's our new favorite spot for tarte flambe, aperol spritz and...",oyZHwnT5T5jLYNHgB9gI9Q
Noeteca Wine Bar,MJ-N4HIVyb59qcHN2zVqMg,"Wine Bars,Cafes,Beverage Store",FALSE,OdBrCma-joIMoSU3bJr0fw,4,It's an Italian wine bar with a bunch of French food and pizza. The owner is exactly the kind of character the other reviews describe him as in the best...,z43sbXTUSsFX8wR_1buAuA
Noeteca Wine Bar,MJ-N4HIVyb59qcHN2zVqMg,"Wine Bars,Cafes,Beverage Store",FALSE,6TlxbXm1_wR6dViR-QY1YQ,5,"I haven't been back to Noeteca since the passing of my best friend. We were very close like brothers.  He was like my ""brothaa"" from another...",yD1aRxezQ8XjrKogEfuShw
Luke's Lobster SoMa,XWGSjN82azh6Op-tG4659Q,Seafood,FALSE,#NAME?,5,"Oh man! I made a mistake and ordered the diet portion. Go big or go home my young patawon. 

Can't go wrong with the large portion of the lobster bisque,...",opCI5UHQ3HvipjtPQYUvYQ
Luke's Lobster SoMa,XWGSjN82azh6Op-tG4659Q,Seafood,FALSE,ehfpPYX7V__y3HH_K_sdYw,3,"SUMMARY: really good tasting lobster and crab rolls but be prepared to pay the piper. 

BACKGROUND
Was in the area to go check out a Shopify seminar. By the...",Wphq2ZRlC4XHzETQvjDjmQ
Luke's Lobster SoMa,XWGSjN82azh6Op-tG4659Q,Seafood,FALSE,3wWCCej1efsk5NS1F7qf3Q,3,"*** In Short ***

Decent, but pricey rolls, served infuriatingly cold.

*** In Depth ***

Believe it or not, I've never had a lobster roll before my visit...",vjwLL41-EOQQkLSonUMdGw
Bistro Aix,j1yOqKczaI4czwycWDcspw,French,FALSE,JJe_psPBnOnsPqhPdwPGmg,5,It has been over 20 years since I first dined at Bistro Aix- with countless dining there since. I just spent the past five days in Aix en Provence and was...,pdXVyXQ8MLPdPenN8JSZ3A
Bistro Aix,j1yOqKczaI4czwycWDcspw,French,FALSE,I04VF9JDXiQA0fCGhkx17Q,4,"Best part of this restaurant is the ambiance.

Food was all pretty good but nothing was worth the cost and I live in the Marina in SF. As I would say with...",jUmsDEwBTJ_6CJTXdmQluA
Bistro Aix,j1yOqKczaI4czwycWDcspw,French,FALSE,9atkkb81Hrv3c4dH3q9Nww,5,"My all time favorite restaurant in San Francisco.  We've been coming here for years. Everything we tried so far is tasty, particularly the duck confit and...",qae5RUro0qAxKtIvqCKWGw
K-Elements BBQ,ZektwaE58QDyjz8uBlGurg,"Korean,Barbeque,Asian Fusion",FALSE,TxqkGhyLSJ2AqY23XHJivw,4,"$20 AYCE lunch on weekends! We easily made last-minute day-of reservations for Mother's Day, possibly because their lunch is still on the DL (it's not even...",Sg_BvnTHsbc1AABiJjaiPA
K-Elements BBQ,ZektwaE58QDyjz8uBlGurg,"Korean,Barbeque,Asian Fusion",FALSE,TBfhihtvQ7zv_-6OPnXakw,1,"I really don't understand all the five stars reviews. 

Their floors were SO sticky!! The quality of the meats were not good. The bulgogi we ordered tasted...",yV1PN-KG7vMKV9xyM4JToQ
K-Elements BBQ,ZektwaE58QDyjz8uBlGurg,"Korean,Barbeque,Asian Fusion",FALSE,O9oj9sdb16rPkn8qA8xaOQ,5,"The lunch special for $19.99 is absolutely incredible. It's valid on weekends too!

The menu is no joke. There's a huge selection of different meats...",3NJim7jFKLWFLRWxvQd8CA
Tacorgasmico,NCe1O7Wp-aUt49doy8P-mA,"Mexican,Latin American,Tex-Mex",FALSE,Mhlgccit0QknobxmS_8Piw,5,"Incredible. I'm from the east coast so getting close to authentic spanish food is just about impossible where i live. 

The atmosphere is great, super cool...",qAA-xRFLFYb4n-VuzP3HhQ
Tacorgasmico,NCe1O7Wp-aUt49doy8P-mA,"Mexican,Latin American,Tex-Mex",FALSE,8Ytf8MvHIuhqN-I1KplrBA,4,"Foodgasms are the best feelings next to..... foodcomas, *eyeroll*.  So to have orgasmico in your name would imply one thing right?  Right.

My friend walks...",yAerUZJKW7bNcYVH-Z3YXQ
Tacorgasmico,NCe1O7Wp-aUt49doy8P-mA,"Mexican,Latin American,Tex-Mex",FALSE,wi6cuIjPvr7rXjZZ5NOBJA,5,"I don't go to SF much but ended up at this cute little place on a date. 

We came in about 20 minutes before closing, so it was not busy and I'm impressed...",pFDe2U3vWw6YWLuH137S5g
Ichiraku Ramen,8jzDfZi2bCtXlQ9PVYh3wA,"Ramen,Noodles",FALSE,O5ZwnQrVuwjLRva4ZGWrgg,5,"Ichiraku is probably the best ramen you can find in the Richmond.

The broth is good. Personally, I do prefer a little bit fattier of a broth and a TON more...",Njak6w2SBIjpU4Z1ZtnLwg
Ichiraku Ramen,8jzDfZi2bCtXlQ9PVYh3wA,"Ramen,Noodles",FALSE,z3bMXNpycLWrrdgSLRnCuA,4,"Ramen Sheriff here. I love ramen, and this is #83 on my ramen list! 

Came here twice, and it's a solid ramen spot where you can get your quick fix. It's...",qUUMmANmVRuQxagzH8irhA
Ichiraku Ramen,8jzDfZi2bCtXlQ9PVYh3wA,"Ramen,Noodles",FALSE,TnVncmPru5kv7deYviYR7w,4,"Amazing ramen. I give props to the chef and the other cooks for the presentation of the ramen as well as the taste. 
Fantastic, rich broth that's...",6MjqW8sZQLT7kdxpPcEbcg
Palmyra,ZD5-5Gu44WrcsYtw7qMgiw,"Mediterranean,Middle Eastern,Syrian",FALSE,HZ-w08Ro6wQ6t4GcwZf2ew,5,"On our way to a competing restaurant, my friend and I stopped and glanced at the menu. After making the assumption that this meal would top the other, we...",ZecQ10zUtziV0nHl2vgWhw
Palmyra,ZD5-5Gu44WrcsYtw7qMgiw,"Mediterranean,Middle Eastern,Syrian",FALSE,jVUocf6x3_Gi6OtHwJeNnw,4,"This family-run cafe has such a rustic atmosphere, super hospitable service, and authentic Middle Eastern cooking. Palmyra is an ancient city in Syria, and...",R7L6Fz8_SJuPJx3TqwzfTA
Palmyra,ZD5-5Gu44WrcsYtw7qMgiw,"Mediterranean,Middle Eastern,Syrian",FALSE,SuvUxTHSTTDM2YzniQm02g,3,"Not very impressed with the lamb dishes , fatty , chewey and tasteless food. I ordered three different lamb dishes:gyro and another that was ground and...",rGy4OU63b5dPqe3M0TycCQ
Papito Hayes,Edjd2Z4Tr1XYy6yq6jMM2w,Mexican,FALSE,OoCZ6U99ilkqzVyzcr6jvQ,5,"The duck is incredible. 

The veggie dishes are incredible. 

The shrimp is amazing. 

The only option for Mexican in Hayes Valley and it's still the best...",Dgf5qho8re0SEN3sFkMrBw
Papito Hayes,Edjd2Z4Tr1XYy6yq6jMM2w,Mexican,FALSE,Yb2gsvfA29ljic0UNw3UMA,3,"Love the decor of Papito and good service but the food was just ok.

We shared the chips & trio of salsa apps. None of the salsas really stood out and I...",4Q6NJ2xJPE7EvTz0CIcnGg
Papito Hayes,Edjd2Z4Tr1XYy6yq6jMM2w,Mexican,FALSE,GbnVoBdyhEZng782G6tA2w,2,"Drinks were way too sweet or super diluted - not impressed. Food was average. Definitely much better Mexican spots in SF. 


Also we ordered ""tortillas""...",aT8ue6sC1j1yp_tj5LwlyQ
Chubby Noodle,yrKFfnMSXTRuq-hkTGM9eA,"Asian Fusion,Noodles",FALSE,Fxju7dnQ4zxVayA2t9Kn7w,5,I want to go back right now!!! Thankfully they have their bitching playlist on Spotify that I listen to and reminisce of the wonderful experience I had...,9__zQaeWCKVlBpti1Y3SAA
Chubby Noodle,yrKFfnMSXTRuq-hkTGM9eA,"Asian Fusion,Noodles",FALSE,Gp35uLHAIWvvhotxCd7GGA,5,Fried Chicken with Garlic Noodles was good. Fun hints of Jalapeno that don't distract from the complex spices and perfect moisture and doneness of the...,i547ieYqbanQ9HjD0Yj-qw
Chubby Noodle,yrKFfnMSXTRuq-hkTGM9eA,"Asian Fusion,Noodles",FALSE,eGmI9Gg0Q16uZOSKyPBRyA,5,"Visited SF for Pride and this was the perfect spot to wind down after a crazy eventful weekend. Right off the bat, I loved the atmosphere; it's pretty open,...",t3n_7KggZnIVnkgg0ya0bA
Souvla,GyGNciKqyJ3ELHmw9jMeRA,"Greek,Mediterranean",FALSE,_DabbxRi3nAsI4eyKKbpgA,5,"Cute spot with delicious meats roasting in full view. Great for carnivores, not so great for their vegan friends. 

Best bet in my view is the salad. I got...",sxTt_u9MSk3Cza2D82LIwg
Souvla,GyGNciKqyJ3ELHmw9jMeRA,"Greek,Mediterranean",FALSE,i16iR5gihapS9ks37DdFyw,4,"I love that they have outside seating and I can bring my dog and sit out there. The water/silverware is self serve, but I love the no-frill aspect of that....",C65QkLnkeVbh0oHnVZWiSQ
Souvla,GyGNciKqyJ3ELHmw9jMeRA,"Greek,Mediterranean",FALSE,YFTXdCFY7FUi7Zh2DFMM2Q,4,"Had a lamb salad to go and while the salad was yummy, the lamb was hard and dry, but that may be due to the fact that I was unable to eat it fresh. 

I also...",TjUhVahD1BMca-yX0baEeA
Ippudo San Francisco,aP8bXfX6FzBnhZhQMmC08g,"Ramen,Noodles,Soup",FALSE,n2ENa2o1cIYBvBvMX8cPvw,4,"TL;DR - Great ramen spot if you're being a tourist for the day in DTSF.

There's a great waiting area that allows you to grab bar-only sake, bar food, and a...",5fXlseVo3DreREP05_p-ow
Ippudo San Francisco,aP8bXfX6FzBnhZhQMmC08g,"Ramen,Noodles,Soup",FALSE,XWKXErGqzgdUMOh8xSldBQ,4,4 stars if you don't have to wait. Got here for lunch right at 11 and there were only a few people at the door. I got seated as a party of one at the...,unKv1j2zpvO307qnMsNovA
Ippudo San Francisco,aP8bXfX6FzBnhZhQMmC08g,"Ramen,Noodles,Soup",FALSE,y6q8pnfcUOlzHgOrs8ITew,3,"I have had Ippudo ny a few times in 2009. It was phenomenal. 

I've had Ippudo sf twice. Once in 2018 and in 2019. It was okay but nothing memorable. 

I...",ez8ZLR7BISSl4-RtoM95Ag
Coco's Ramen,TqGrcmC96h-xLpDfW99BAA,"Ramen,Noodles",FALSE,OhcJhBVWOGDKg02Bd6zyzw,4,"I don't often hit Duke at a restaurant, but when I do, it's Coco's. 

This has got to be my favorite ramen spot in the city. No pretentious menu items,...",o6Kk2Yhd7tyNDo2EyCTmnA
Coco's Ramen,TqGrcmC96h-xLpDfW99BAA,"Ramen,Noodles",FALSE,I1oh7UDEA3ccJtdc64kuVw,3,"I came here on a Saturday morning, about 10 mins after opening. There was no wait or line and we were seated right away. Located on Mission, this place was...",HrKnIiuaXdl6oj26mleUuA
Coco's Ramen,TqGrcmC96h-xLpDfW99BAA,"Ramen,Noodles",FALSE,tT5J9XouXJN3vrDEpMLwGQ,4,"Wednesday was a quiet night for sports. So I decided to head out to the Mission and check out this ramen place for dinner. 

This tiny ramen place is split...",HYQoxBC1y1DGPq6pGP09Tw
Jasmine Garden,5DeL87rp02kT8xHn1CJS1g,Vietnamese,FALSE,Fy1RSt1FVBpsirasfAhEkw,5,"Classic spring rolls were tasty, the presentation was super unique though! My friends and I thought it was super cute and of course instagrammed it LOL.

My...",NLAqihcBUTLSbYkjfmIzrQ
Jasmine Garden,5DeL87rp02kT8xHn1CJS1g,Vietnamese,FALSE,gIfE7Zv9QXcg4LgbvweYBw,2,"Wow this place is terrible, came here for dinner with my husband and my cousin. 

Ordered the lemongrass soy chicken and it was one of the worst things I...",vcOtDqQ2Cc731kFjklFeBg
Jasmine Garden,5DeL87rp02kT8xHn1CJS1g,Vietnamese,FALSE,6hAY8uKu2d2E8wyakzU3kg,3,"The pho is very average - decent flavors in the broth but not enough beef slices for the amount of noodles.

Not many Vietnamese restaurants near my place,...",9AvzhVgi5MpyR6e6bA2xWg
Le Soleil,R2dAQ9UgOJSnjE--uOkOSQ,Vietnamese,FALSE,hTfCY_ZmVmQPcJg-tz9lzg,5,"Best Vietnamese crepe!

This place is so yummy. If you're looking for quality Vietnamese food, sit and eat here. We always order imperial rolls, the crepe,...",oyd3SZlTh58Gdd8RukWfnw
